M,seed,method,presolve,solver,status,rounded_optimal,rounded_optimal_within_eta,integer_error,objective_rounded,true_optimum,prep_seconds,solver_seconds,exported_rows,nnz,max_exported_violation,x
1000000,51,Pair-sum,False,highs,kOptimal,False,False,0.0,363.0,298,0.09775274500043452,0.007698474999415339,19,144,2.384185791015625e-07,"[0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
1000000,51,Pair-sum,False,gurobi,2,False,False,0.0,363.0,298,0.09775274500043452,0.0029642190002050484,19,144,2.384185791015625e-07,"[0.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 1.0, 0.0, -0.0, 0.0, -0.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 1.0, -0.0, 0.0, -0.0, -0.0, 1.0, -0.0, -0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0]"
1000000,51,Pair-sum,True,highs,kOptimal,True,True,9.99998000004e-07,298.0,298,0.09775274500043452,0.004320858000028238,19,144,1.0430813485903682e-13,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 7.49998500003e-07, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 9.99998000004e-07, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 6.250000390625025e-08, -6.250000390625023e-08, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
1000000,51,Pair-sum,True,gurobi,2,False,False,0.0,363.0,298,0.09775274500043452,0.0018734149998635985,19,144,2.384185791015625e-07,"[-0.0, -0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 1.0, -0.0, -0.0, -0.0, -0.0, 1.0, 1.0, -0.0, 0.0, -0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, -0.0, -0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
1000000,51,All-elimination,False,highs,ABSTAIN,False,False,,,298,0.018540613999903144,0.0,,,,null
1000000,51,All-elimination,False,gurobi,ABSTAIN,False,False,,,298,0.018540613999903144,0.0,,,,null
1000000,51,All-elimination,True,highs,ABSTAIN,False,False,,,298,0.018540613999903144,0.0,,,,null
1000000,51,All-elimination,True,gurobi,ABSTAIN,False,False,,,298,0.018540613999903144,0.0,,,,null
1000000,51,Selected-guards,False,highs,ABSTAIN,False,False,,,298,0.01839678800024558,0.0,,,,null
1000000,51,Selected-guards,False,gurobi,ABSTAIN,False,False,,,298,0.01839678800024558,0.0,,,,null
1000000,51,Selected-guards,True,highs,ABSTAIN,False,False,,,298,0.01839678800024558,0.0,,,,null
1000000,51,Selected-guards,True,gurobi,ABSTAIN,False,False,,,298,0.01839678800024558,0.0,,,,null
