class,instance,variant,rows,basic_structural,basic_slack,max_coefficient_rel_error,max_rhs_rel_error,min_factor,max_factor,nnz,kappa1_seed0,kappa1_seed1,kappa1_seed2,estimator_max_min,lu_componentwise_backward_error,basis_sha256,lp_sha256
simple,caso01d.txt,SA-Mat,14400,8899,5501,1.2402135967791906e-16,0.0,2.4297317807242557e-05,20.92859070706935,35590,2015106369979.07,2015106369979.07,2015106369979.07,1.0,3.942363748762164e-13,6a748d2927198505a316a809fcc010029b98bfc2296fed6ea24b66cd10c4d0ba,a17b0b0c6423f44c1a0c0843a4c17beadfe79bddea347dcc1a1e704b2da336a2
simple,caso01d.txt,Flat-Mat,14400,8899,5501,1.2402135967791906e-16,0.0,2.4297317807242557e-05,20.92859070706935,35590,2015106369979.07,2015106369979.07,2015106369979.07,1.0,3.942363748762164e-13,6a748d2927198505a316a809fcc010029b98bfc2296fed6ea24b66cd10c4d0ba,a17b0b0c6423f44c1a0c0843a4c17beadfe79bddea347dcc1a1e704b2da336a2
simple,caso01d.txt,Ruiz,14400,8899,5501,4.166436134644221e-16,4.407312829573501e-16,1.4178141354372044e-05,18688.544968189097,35590,5121243886283.529,5121243886283.529,5121243886283.529,1.0,3.1593299344623787e-12,5e9817bbbedb90275be58253ab04400b062e19d568aa79e107af4e0229a0340f,e40458e310fa9afb0f71a0a51c05b5397d0e847151ce191af30436dd233fa39a
simple,caso01e.txt,Base,14400,9270,5130,0.0,0.0,1.0,1.0,35590,5.738499378617778e+18,5.738499378617778e+18,5.738499378617778e+18,1.0,4.8840246070323625e-09,6df14c440d846f501205d00f30dbbdf85b93c031a17ad91bc3a93175c14cdc34,cb36044da3e119c0b013dda8752f105890c1a06b325243fd7f22f3e40531aeb9
simple,caso01e.txt,SA-Aug,14400,9270,5130,1.9437419795566738e-16,2.6377527546595754e-16,1.3678024156933087e-05,20.92859070706935,35590,2377145944950.334,2377145944950.334,2377145944950.334,1.0,3.550965421708616e-12,ab3bd5db6dccc96fe8098ca097e6c23de18388635032023713a511d461364670,254b3a2c5b199220dfebb43a72bfeb3f0d70560a8844f4d61a383f06fefbfe4b
simple,caso01e.txt,Flat-Aug,14400,9270,5130,1.9437419795566738e-16,2.6377527546595754e-16,1.3678024156933087e-05,20.92859070706935,35590,19388972742526.137,5420777183029.822,18201942218855.82,3.5767883622342698,3.394242114889601e-11,92ecb00a83b42afa0cc70099b746b5cca3ae2a15d04f0f322dd6df37ec8a377f,344abba571d64e63eb0ed8c9bcc5ccd5e7db30b39ca6672e2edd0e03c3a657ff
simple,caso01e.txt,SA-Mat,14400,9270,5130,1.2402135967791906e-16,0.0,2.4297317807242557e-05,20.92859070706935,35590,1624753058857.3179,1624753058857.3179,1624753058857.3179,1.0,4.0013954779084326e-12,c85c60bbd21a4d353efa2e715e8f76bc017135560ff08faad54a7d81f4c11c4e,a35aeed10ee68bc21be0f2740165a0a343e76929ace11b6d79e3ffdaf5421445
simple,caso01e.txt,Flat-Mat,14400,9270,5130,1.2402135967791906e-16,0.0,2.4297317807242557e-05,20.92859070706935,35590,1624753058857.3179,1624753058857.3179,1624753058857.3179,1.0,4.0013954779084326e-12,c85c60bbd21a4d353efa2e715e8f76bc017135560ff08faad54a7d81f4c11c4e,a35aeed10ee68bc21be0f2740165a0a343e76929ace11b6d79e3ffdaf5421445
simple,caso01e.txt,Ruiz,14400,9270,5130,4.166436134644221e-16,4.407312829573501e-16,1.4178141354372044e-05,18688.544968189097,35590,3913513691153.6665,3913513691153.6665,3913513691153.6665,1.0,4.267819854458344e-08,8cdef88f5643fbaaba7145d35f7eef205297e0f4229b54e710f48a458caccfac,d4e469bc7f8d74bf1c651ea972bf0691b00e2456c89e7d0bc48c48f6ddbd3bed
full,instance001.txt,Base,23763,14231,9532,0.0,0.0,1.0,1.0,57555,5.12355749834764e+20,5.12355749834764e+20,5.12355749834764e+20,1.0,1.181560738927599e-09,0fc8f6f453b981c31a8c2ae6404a419f0cd365eeb4a699d424c885459bfa0991,1dc8b6f5ac7c3a90d1fec4dd5ba56b228a895a7c5f7484dc05e236939c423b0e
